Date,BadgeID,DoorName,SwipeTime,Direction
2025-04-01,PHL461627,Main Entrance,12:35:00,Entry
2025-04-01,PHL578300,Loading Dock,08:03:00,Entry
2025-04-01,PHL341417,Main Entrance,16:51:00,Entry
2025-04-01,PHL436282,Loading Dock,09:00:00,Exit
2025-04-01,PHL556437,Conference Access,09:59:00,Entry
2025-04-01,PHL946409,Main Entrance,09:49:00,Entry
2025-04-01,PHL555712,Parking Garage,11:37:00,Entry
2025-04-01,PHL420247,Main Entrance,08:04:00,Entry
2025-04-01,PHL917760,Main Entrance,16:00:00,Exit
2025-04-01,PHL391459,Roof Access,10:27:00,Entry
2025-04-01,PHL682317,Main Entrance,13:36:00,Entry
2025-04-01,PHL225047,Main Entrance,11:22:00,Entry
2025-04-01,PHL453761,South Entrance,15:47:00,Entry
2025-04-01,PHL725474,3rd Floor Entry,11:32:00,Exit
2025-04-01,PHL507252,Main Entrance,14:14:00,Entry
2025-04-01,PHL131921,Parking Garage,12:55:00,Entry
2025-04-01,PHL286590,Main Entrance,12:15:00,Entry
2025-04-01,PHL507496,East Side Entry,09:25:00,Exit
2025-04-01,PHL843756,Main Entrance,13:34:00,Entry
2025-04-01,PHL823799,3rd Floor Entry,16:36:00,Entry
2025-04-01,PHL874102,Main Entrance,13:14:00,Exit
2025-04-01,PHL875027,Main Entrance,14:06:00,Entry
2025-04-01,PHL989831,Parking Garage,09:23:00,Exit
2025-04-01,PHL383483,Parking Garage,14:11:00,Entry
2025-04-01,PHL346996,Main Entrance,14:20:00,Entry
2025-04-01,PHL137243,Main Entrance,11:01:00,Entry
2025-04-01,PHL392232,Main Entrance,15:43:00,Exit
2025-04-01,PHL784417,Main Entrance,08:47:00,Entry
2025-04-01,PHL708630,Side Door East,12:47:00,Entry
2025-04-01,PHL913786,3rd Floor Entry,16:54:00,Exit
2025-04-01,PHL868656,Loading Dock,12:47:00,Entry
2025-04-01,PHL568986,Main Entrance,11:37:00,Exit
2025-04-01,PHL135449,Parking Garage,15:57:00,Exit
2025-04-01,PHL666940,Main Entrance,12:16:00,Exit
2025-04-01,PHL988422,Side Door East,10:15:00,Entry
2025-04-01,PHL300335,Main Entrance,12:21:00,Entry
2025-04-01,PHL824828,Main Entrance,10:16:00,Exit
2025-04-01,PHL484248,Main Entrance,14:20:00,Entry
2025-04-01,PHL210394,Main Entrance,14:11:00,Exit
2025-04-01,PHL663409,Main Entrance,10:58:00,Entry
2025-04-01,PHL467252,West Wing Door,08:10:00,Entry
2025-04-01,PHL751588,Main Entrance,16:55:00,Exit
2025-04-01,PHL156499,South Entrance,10:08:00,Entry
2025-04-01,PHL635179,Main Entrance,13:49:00,Entry
2025-04-01,PHL961123,East Side Entry,14:19:00,Entry
2025-04-01,PHL871080,Main Entrance,13:55:00,Entry
2025-04-01,PHL441390,Main Entrance,15:06:00,Exit
2025-04-01,PHL463348,Side Door East,08:03:00,Entry
2025-04-01,PHL501034,South Entrance,15:32:00,Entry
2025-04-01,PHL466088,East Side Entry,13:05:00,Entry
2025-04-01,PHL248045,Main Entrance,15:27:00,Entry
2025-04-01,PHL797683,Roof Access,13:52:00,Entry
2025-04-01,PHL276532,Main Entrance,15:54:00,Entry
2025-04-01,PHL394958,3rd Floor Entry,09:57:00,Entry
2025-04-01,PHL765450,Main Entrance,14:57:00,Entry
2025-04-01,PHL876192,Main Entrance,10:48:00,Entry
2025-04-01,PHL634642,Main Entrance,10:40:00,Exit
2025-04-01,PHL144472,3rd Floor Entry,11:08:00,Entry
2025-04-01,PHL150944,Parking Garage,12:56:00,Entry
2025-04-01,PHL532850,Main Entrance,11:13:00,Entry
2025-04-01,PHL156778,Main Entrance,12:21:00,Entry
2025-04-01,PHL999360,Parking Garage,09:26:00,Entry
2025-04-01,PHL713709,Conference Access,11:02:00,Entry
2025-04-01,PHL464898,Main Entrance,15:19:00,Entry
2025-04-01,PHL904046,Conference Access,12:40:00,Entry
2025-04-01,PHL980162,Roof Access,16:06:00,Entry
2025-04-01,PHL355118,Main Entrance,11:24:00,Entry
2025-04-01,PHL596067,South Entrance,13:17:00,Entry
2025-04-01,PHL263983,Main Entrance,11:29:00,Entry
2025-04-01,PHL109134,South Entrance,15:40:00,Entry
2025-04-01,PHL288056,Main Entrance,08:31:00,Entry
2025-04-01,PHL488101,Main Entrance,15:43:00,Exit
2025-04-01,PHL757433,Main Entrance,10:44:00,Entry
2025-04-01,PHL586771,East Side Entry,10:48:00,Entry
2025-04-01,PHL690198,Main Entrance,09:15:00,Exit
2025-04-01,PHL716404,Main Entrance,13:11:00,Entry
2025-04-01,PHL429881,3rd Floor Entry,10:25:00,Entry
2025-04-01,PHL487968,Main Entrance,16:24:00,Entry
2025-04-01,PHL862628,Conference Access,14:54:00,Entry
2025-04-01,PHL983822,Main Entrance,13:48:00,Entry
2025-04-01,PHL893513,South Entrance,15:55:00,Entry
2025-04-01,PHL419932,West Wing Door,14:12:00,Exit
2025-04-01,PHL701461,Main Entrance,14:40:00,Entry
2025-04-01,PHL597810,Main Entrance,12:24:00,Entry
2025-04-01,PHL950640,Main Entrance,14:21:00,Entry
2025-04-01,PHL149912,Main Entrance,14:58:00,Exit
2025-04-01,PHL328986,Conference Access,15:05:00,Exit
2025-04-01,PHL229516,Main Entrance,13:25:00,Entry
2025-04-01,PHL242985,Roof Access,08:10:00,Entry
2025-04-01,PHL708074,Main Entrance,12:12:00,Entry
2025-04-01,PHL578059,Main Entrance,16:08:00,Exit
2025-04-01,PHL594102,Main Entrance,09:08:00,Entry
2025-04-01,PHL886449,Main Entrance,16:23:00,Exit
2025-04-01,PHL992037,Main Entrance,10:23:00,Entry
2025-04-01,PHL943252,Main Entrance,08:06:00,Entry
2025-04-01,PHL222334,West Wing Door,10:24:00,Entry
2025-04-01,PHL650690,Main Entrance,11:15:00,Exit
2025-04-01,PHL946738,Main Entrance,16:12:00,Exit
2025-04-01,PHL795576,West Wing Door,14:03:00,Entry
2025-04-01,PHL951042,Main Entrance,08:24:00,Entry
2025-04-01,PHL582117,Main Entrance,12:09:00,Entry
2025-04-01,PHL688105,Main Entrance,12:24:00,Entry
2025-04-01,PHL232160,Main Entrance,14:00:00,Exit
2025-04-01,PHL429314,Main Entrance,13:42:00,Exit
2025-04-01,PHL220902,East Side Entry,12:37:00,Entry
2025-04-01,PHL266054,Main Entrance,13:12:00,Exit
2025-04-01,PHL479019,Parking Garage,08:38:00,Entry
2025-04-01,PHL281183,Parking Garage,11:54:00,Exit
2025-04-01,PHL229802,Roof Access,09:28:00,Entry
2025-04-01,PHL830106,Main Entrance,15:21:00,Exit
2025-04-01,PHL855779,Main Entrance,13:03:00,Entry
2025-04-01,PHL197066,South Entrance,11:00:00,Entry
2025-04-01,PHL486097,Loading Dock,16:44:00,Entry
2025-04-01,PHL196139,Roof Access,08:58:00,Entry
2025-04-01,PHL899191,West Wing Door,16:49:00,Entry
2025-04-01,PHL720344,Main Entrance,11:09:00,Entry
2025-04-01,PHL452031,Main Entrance,16:53:00,Entry
2025-04-01,PHL113487,East Side Entry,16:39:00,Exit
2025-04-01,PHL992943,South Entrance,14:53:00,Entry
2025-04-01,PHL159430,West Wing Door,08:55:00,Exit
2025-04-01,PHL143355,Main Entrance,13:22:00,Exit
2025-04-01,PHL592007,3rd Floor Entry,16:43:00,Entry
2025-04-01,PHL618183,Main Entrance,14:31:00,Entry
2025-04-01,PHL158524,West Wing Door,12:07:00,Entry
2025-04-01,PHL359475,Main Entrance,14:42:00,Entry
2025-04-01,PHL966233,Main Entrance,15:11:00,Entry
2025-04-01,PHL944754,Main Entrance,10:06:00,Entry
2025-04-01,PHL453559,Loading Dock,11:12:00,Entry
2025-04-01,PHL998619,Main Entrance,12:18:00,Exit
2025-04-01,PHL690159,Main Entrance,15:56:00,Entry
2025-04-01,PHL862878,West Wing Door,12:49:00,Exit
2025-04-01,PHL117052,Main Entrance,08:48:00,Entry
2025-04-01,PHL654014,Loading Dock,16:48:00,Entry
2025-04-01,PHL850913,Parking Garage,08:35:00,Entry
2025-04-01,PHL980659,Loading Dock,16:31:00,Entry
2025-04-01,PHL299029,Parking Garage,10:19:00,Exit
2025-04-01,PHL403699,South Entrance,12:23:00,Entry
2025-04-01,PHL706224,Main Entrance,10:54:00,Exit
2025-04-01,PHL601599,West Wing Door,12:58:00,Entry
2025-04-01,PHL113884,Main Entrance,13:09:00,Exit
2025-04-01,PHL317666,Main Entrance,09:56:00,Exit
2025-04-01,PHL642216,Main Entrance,10:03:00,Entry
2025-04-01,PHL837087,Main Entrance,16:10:00,Entry
2025-04-01,PHL432603,Main Entrance,10:35:00,Entry
2025-04-01,PHL360369,Main Entrance,13:28:00,Entry
2025-04-01,PHL629412,Side Door East,10:19:00,Exit
2025-04-01,PHL492112,Side Door East,16:13:00,Entry
2025-04-01,PHL338489,Roof Access,13:20:00,Exit
2025-04-01,PHL160871,Conference Access,16:57:00,Entry
2025-04-01,PHL452501,Loading Dock,10:02:00,Entry
2025-04-01,PHL493766,South Entrance,16:49:00,Entry
2025-04-01,PHL719080,East Side Entry,13:51:00,Exit
2025-04-01,PHL254301,Main Entrance,14:36:00,Entry
2025-04-01,PHL946622,Parking Garage,10:11:00,Entry
2025-04-01,PHL211944,South Entrance,10:33:00,Exit
2025-04-01,PHL387907,Main Entrance,16:14:00,Entry
2025-04-01,PHL211492,East Side Entry,08:10:00,Exit
2025-04-01,PHL677422,Main Entrance,10:48:00,Entry
2025-04-01,PHL181573,Main Entrance,08:03:00,Exit
2025-04-01,PHL944891,Parking Garage,16:12:00,Entry
2025-04-01,PHL815924,Main Entrance,15:54:00,Entry
2025-04-01,PHL487408,South Entrance,09:51:00,Entry
2025-04-01,PHL277575,Parking Garage,13:38:00,Entry
2025-04-01,PHL844686,Main Entrance,08:01:00,Exit
2025-04-01,PHL616358,Side Door East,11:06:00,Exit
2025-04-01,PHL406175,Main Entrance,13:54:00,Entry
2025-04-01,PHL641973,Side Door East,09:26:00,Exit
2025-04-01,PHL734725,Main Entrance,15:19:00,Entry
2025-04-01,PHL314639,South Entrance,12:29:00,Entry
2025-04-01,PHL368774,Loading Dock,16:53:00,Exit
2025-04-01,PHL810787,Main Entrance,10:55:00,Entry
2025-04-01,PHL515125,East Side Entry,14:42:00,Entry
2025-04-01,PHL124397,Parking Garage,16:19:00,Exit
2025-04-01,PHL959579,Main Entrance,10:51:00,Entry
2025-04-01,PHL810537,Main Entrance,15:08:00,Exit
2025-04-01,PHL246017,Main Entrance,11:37:00,Entry
2025-04-01,PHL488307,Main Entrance,08:00:00,Entry
2025-04-01,PHL491490,West Wing Door,12:43:00,Entry
2025-04-01,PHL624600,3rd Floor Entry,09:51:00,Exit
2025-04-01,PHL646236,3rd Floor Entry,08:27:00,Entry
2025-04-01,PHL262435,South Entrance,09:33:00,Exit
2025-04-01,PHL683266,Main Entrance,13:23:00,Exit
2025-04-01,PHL491295,South Entrance,14:14:00,Entry
2025-04-01,PHL684745,Main Entrance,11:25:00,Exit
2025-04-01,PHL719601,Main Entrance,14:34:00,Entry
2025-04-01,PHL612199,Main Entrance,11:36:00,Exit
2025-04-01,PHL887205,West Wing Door,15:42:00,Exit
2025-04-01,PHL747011,Main Entrance,14:43:00,Exit
2025-04-01,PHL783768,Parking Garage,09:58:00,Exit
2025-04-01,PHL787595,South Entrance,15:12:00,Entry
2025-04-01,PHL369198,Conference Access,12:40:00,Exit
2025-04-01,PHL419594,Roof Access,10:00:00,Exit
2025-04-01,PHL811984,Main Entrance,09:00:00,Entry
2025-04-01,PHL992951,Parking Garage,13:57:00,Exit
2025-04-01,PHL661057,Main Entrance,09:08:00,Entry
2025-04-01,PHL156866,Main Entrance,08:28:00,Entry
2025-04-01,PHL450780,South Entrance,12:59:00,Entry
2025-04-01,PHL180742,3rd Floor Entry,16:31:00,Exit
2025-04-01,PHL280188,Main Entrance,14:49:00,Entry
2025-04-01,PHL104089,Main Entrance,09:49:00,Entry
2025-04-01,PHL615809,Conference Access,08:05:00,Entry
2025-04-01,PHL116779,Roof Access,13:54:00,Entry
2025-04-01,PHL564299,Main Entrance,16:28:00,Entry
2025-04-01,PHL594514,East Side Entry,09:04:00,Entry
2025-04-01,PHL970857,3rd Floor Entry,12:07:00,Entry
2025-04-01,PHL253460,Main Entrance,12:02:00,Entry
2025-04-01,PHL903399,3rd Floor Entry,14:05:00,Entry
2025-04-01,PHL439018,Main Entrance,16:25:00,Entry
2025-04-01,PHL203057,Loading Dock,12:26:00,Exit
2025-04-01,PHL953597,East Side Entry,12:06:00,Entry
2025-04-01,PHL632151,Parking Garage,10:44:00,Entry
2025-04-01,PHL448152,Parking Garage,08:22:00,Exit
2025-04-01,PHL201882,West Wing Door,15:41:00,Exit
2025-04-01,PHL888084,Conference Access,09:35:00,Entry
2025-04-01,PHL256012,Main Entrance,09:22:00,Entry
2025-04-01,PHL990086,Conference Access,16:34:00,Entry
2025-04-01,PHL770500,Conference Access,09:47:00,Entry
2025-04-01,PHL297494,Roof Access,08:12:00,Entry
2025-04-01,PHL220132,Loading Dock,09:08:00,Entry
2025-04-01,PHL523785,Main Entrance,11:35:00,Exit
2025-04-01,PHL668302,Main Entrance,16:12:00,Entry
2025-04-01,PHL562212,Main Entrance,11:51:00,Exit
2025-04-01,PHL596911,Main Entrance,12:53:00,Exit
2025-04-01,PHL976154,Main Entrance,11:11:00,Entry
2025-04-01,PHL403838,Side Door East,08:02:00,Entry
2025-04-01,PHL716031,Main Entrance,08:45:00,Entry
2025-04-01,PHL923975,Main Entrance,10:34:00,Entry
2025-04-01,PHL976053,Main Entrance,12:34:00,Entry
2025-04-01,PHL565967,3rd Floor Entry,08:20:00,Entry
2025-04-01,PHL510768,South Entrance,13:33:00,Entry
2025-04-01,PHL613331,Main Entrance,14:06:00,Exit
2025-04-01,PHL876010,Parking Garage,15:32:00,Exit
2025-04-01,PHL449950,3rd Floor Entry,13:36:00,Exit
2025-04-01,PHL954186,East Side Entry,16:31:00,Entry
2025-04-01,PHL432325,3rd Floor Entry,08:33:00,Entry
2025-04-01,PHL696049,Main Entrance,14:17:00,Entry
2025-04-01,PHL243503,3rd Floor Entry,08:58:00,Entry
2025-04-01,PHL198270,Parking Garage,11:10:00,Entry
2025-04-01,PHL819528,Loading Dock,12:11:00,Exit
2025-04-01,PHL906257,Loading Dock,08:37:00,Entry
2025-04-01,PHL758356,Main Entrance,12:08:00,Entry
2025-04-01,PHL460027,East Side Entry,16:09:00,Entry
2025-04-01,PHL323559,Main Entrance,12:22:00,Exit
2025-04-01,PHL393148,3rd Floor Entry,15:53:00,Exit
2025-04-01,PHL396159,Loading Dock,10:56:00,Entry
2025-04-01,PHL316678,Main Entrance,08:43:00,Entry
2025-04-01,PHL846396,Main Entrance,13:11:00,Entry
2025-04-01,PHL188456,Main Entrance,12:45:00,Entry
2025-04-01,PHL360626,Conference Access,13:07:00,Entry
2025-04-01,PHL550096,Main Entrance,11:05:00,Exit
2025-04-01,PHL139293,Main Entrance,13:35:00,Exit
2025-04-01,PHL736215,West Wing Door,11:27:00,Entry
2025-04-01,PHL625353,South Entrance,09:49:00,Exit
2025-04-01,PHL433421,West Wing Door,13:26:00,Entry
2025-04-01,PHL912604,Conference Access,10:47:00,Entry
2025-04-01,PHL154249,Main Entrance,14:43:00,Entry
2025-04-01,PHL248460,Main Entrance,16:53:00,Entry
2025-04-01,PHL189107,Main Entrance,09:32:00,Entry
2025-04-01,PHL790071,3rd Floor Entry,10:30:00,Entry
2025-04-01,PHL444952,West Wing Door,16:01:00,Entry
2025-04-01,PHL532039,Main Entrance,10:37:00,Entry
2025-04-01,PHL775921,East Side Entry,13:49:00,Entry
2025-04-01,PHL456295,Main Entrance,09:41:00,Exit
2025-04-01,PHL295469,Loading Dock,15:14:00,Entry
2025-04-01,PHL539278,Main Entrance,14:43:00,Entry
2025-04-01,PHL566789,Main Entrance,11:39:00,Exit
2025-04-01,PHL684237,Main Entrance,12:40:00,Entry
2025-04-01,PHL614301,Main Entrance,08:30:00,Entry
2025-04-01,PHL902906,South Entrance,09:08:00,Entry
2025-04-02,PHL188456,Parking Garage,16:59:00,Entry
2025-04-02,PHL509770,West Wing Door,14:22:00,Entry
2025-04-02,PHL950708,Main Entrance,11:18:00,Exit
2025-04-02,PHL247622,Main Entrance,15:45:00,Entry
2025-04-02,PHL288056,Main Entrance,15:27:00,Exit
2025-04-02,PHL113573,Main Entrance,09:31:00,Entry
2025-04-02,PHL944891,South Entrance,13:17:00,Exit
2025-04-02,PHL197066,South Entrance,12:10:00,Exit
2025-04-02,PHL946622,Main Entrance,09:29:00,Exit
2025-04-02,PHL783768,Loading Dock,15:36:00,Entry
2025-04-02,PHL980224,Main Entrance,15:48:00,Entry
2025-04-02,PHL690198,Main Entrance,15:57:00,Entry
2025-04-02,PHL717145,Roof Access,08:30:00,Entry
2025-04-02,PHL824828,Main Entrance,15:34:00,Entry
2025-04-02,PHL158524,Main Entrance,10:25:00,Entry
2025-04-02,PHL946409,Parking Garage,15:18:00,Entry
2025-04-02,PHL449950,Main Entrance,08:22:00,Entry
2025-04-02,PHL902906,West Wing Door,13:29:00,Entry
2025-04-02,PHL369198,Main Entrance,16:19:00,Entry
2025-04-02,PHL972016,Main Entrance,11:02:00,Exit
2025-04-02,PHL469399,Side Door East,15:25:00,Entry
2025-04-02,PHL883840,Main Entrance,09:25:00,Exit
2025-04-02,PHL452501,3rd Floor Entry,14:48:00,Entry
2025-04-02,PHL484248,3rd Floor Entry,13:38:00,Entry
2025-04-02,PHL844686,Roof Access,16:03:00,Entry
2025-04-02,PHL862878,Main Entrance,14:01:00,Exit
2025-04-02,PHL976817,Loading Dock,08:24:00,Exit
2025-04-02,PHL539278,Main Entrance,08:44:00,Exit
2025-04-02,PHL338614,Main Entrance,10:30:00,Exit
2025-04-02,PHL804499,Side Door East,15:52:00,Entry
2025-04-02,PHL564299,Main Entrance,14:09:00,Entry
2025-04-02,PHL976053,South Entrance,08:38:00,Entry
2025-04-02,PHL383483,Main Entrance,10:47:00,Exit
2025-04-02,PHL708074,East Side Entry,12:55:00,Exit
2025-04-02,PHL403699,Main Entrance,08:59:00,Entry
2025-04-02,PHL344669,Parking Garage,14:02:00,Entry
2025-04-02,PHL765450,Main Entrance,09:34:00,Entry
2025-04-02,PHL387042,Loading Dock,09:09:00,Entry
2025-04-02,PHL281183,Main Entrance,15:25:00,Entry
2025-04-02,PHL734725,3rd Floor Entry,11:48:00,Entry
2025-04-02,PHL601599,West Wing Door,09:01:00,Entry
2025-04-02,PHL274015,Conference Access,08:43:00,Entry
2025-04-02,PHL436580,Main Entrance,08:18:00,Entry
2025-04-02,PHL510768,Main Entrance,08:30:00,Entry
2025-04-02,PHL775921,Parking Garage,15:00:00,Entry
2025-04-02,PHL626307,Main Entrance,10:32:00,Entry
2025-04-02,PHL328986,East Side Entry,10:11:00,Exit
2025-04-02,PHL452556,Main Entrance,12:03:00,Entry
2025-04-02,PHL143355,East Side Entry,13:36:00,Entry
2025-04-02,PHL515125,Parking Garage,16:25:00,Entry
2025-04-02,PHL335876,Parking Garage,12:53:00,Entry
2025-04-02,PHL160871,Conference Access,09:31:00,Entry
2025-04-02,PHL652259,Main Entrance,16:07:00,Entry
2025-04-02,PHL637007,South Entrance,12:40:00,Entry
2025-04-02,PHL109134,South Entrance,14:01:00,Entry
2025-04-02,PHL486097,Parking Garage,16:13:00,Entry
2025-04-02,PHL335950,Main Entrance,14:38:00,Entry
2025-04-02,PHL790071,Main Entrance,09:58:00,Exit
2025-04-02,PHL724370,Main Entrance,13:30:00,Exit
2025-04-02,PHL491295,Side Door East,13:33:00,Entry
2025-04-02,PHL501150,Main Entrance,16:05:00,Entry
2025-04-02,PHL719601,Loading Dock,12:34:00,Entry
2025-04-02,PHL195340,West Wing Door,12:37:00,Entry
2025-04-02,PHL976154,Side Door East,11:22:00,Entry
2025-04-02,PHL998619,East Side Entry,15:13:00,Exit
2025-04-02,PHL142643,Main Entrance,16:48:00,Exit
2025-04-02,PHL582117,Main Entrance,14:39:00,Entry
2025-04-02,PHL751547,South Entrance,12:21:00,Entry
2025-04-02,PHL886277,Main Entrance,12:21:00,Exit
2025-04-02,PHL980297,West Wing Door,09:18:00,Entry
2025-04-02,PHL453559,Main Entrance,11:02:00,Entry
2025-04-02,PHL747991,Side Door East,09:34:00,Entry
2025-04-02,PHL843756,Main Entrance,16:55:00,Entry
2025-04-02,PHL893513,Main Entrance,16:16:00,Entry
2025-04-02,PHL576010,Main Entrance,12:46:00,Exit
2025-04-02,PHL791428,South Entrance,13:02:00,Entry
2025-04-02,PHL676708,Main Entrance,10:30:00,Entry
2025-04-02,PHL300335,Main Entrance,15:47:00,Entry
2025-04-02,PHL875027,Loading Dock,16:24:00,Entry
2025-04-02,PHL944754,Loading Dock,16:05:00,Exit
2025-04-02,PHL615602,West Wing Door,08:03:00,Exit
2025-04-02,PHL530527,Main Entrance,16:21:00,Entry
2025-04-02,PHL989831,Side Door East,12:32:00,Entry
2025-04-02,PHL855779,Roof Access,13:10:00,Entry
2025-04-02,PHL912797,Main Entrance,09:44:00,Entry
2025-04-02,PHL482349,Main Entrance,08:03:00,Entry
2025-04-02,PHL532754,Main Entrance,08:47:00,Entry
2025-04-02,PHL683266,Main Entrance,13:45:00,Exit
2025-04-02,PHL248460,West Wing Door,09:04:00,Entry
2025-04-02,PHL139999,Main Entrance,16:00:00,Exit
2025-04-02,PHL180742,Main Entrance,11:52:00,Entry
2025-04-02,PHL635179,South Entrance,14:07:00,Exit
2025-04-02,PHL325431,Roof Access,09:04:00,Entry
2025-04-02,PHL156866,Main Entrance,09:13:00,Entry
2025-04-02,PHL461627,Main Entrance,11:15:00,Exit
2025-04-02,PHL973993,3rd Floor Entry,09:14:00,Exit
2025-04-02,PHL368442,Main Entrance,13:34:00,Entry
2025-04-02,PHL586552,3rd Floor Entry,08:20:00,Entry
2025-04-02,PHL393810,Main Entrance,16:31:00,Entry
2025-04-02,PHL286590,Main Entrance,11:01:00,Entry
2025-04-02,PHL256012,Roof Access,16:30:00,Entry
2025-04-02,PHL684745,Main Entrance,13:14:00,Entry
2025-04-02,PHL992943,Roof Access,14:22:00,Entry
2025-04-02,PHL242465,Main Entrance,16:49:00,Entry
2025-04-02,PHL316678,Parking Garage,13:11:00,Entry
2025-04-02,PHL144472,Main Entrance,08:38:00,Entry
2025-04-02,PHL189107,Main Entrance,08:21:00,Entry
2025-04-02,PHL708777,Main Entrance,11:31:00,Exit
2025-04-02,PHL578300,Main Entrance,10:21:00,Entry
2025-04-02,PHL154249,Main Entrance,13:19:00,Entry
2025-04-02,PHL628272,East Side Entry,16:18:00,Exit
2025-04-02,PHL469593,Main Entrance,15:15:00,Entry
2025-04-02,PHL946314,Conference Access,13:41:00,Exit
2025-04-02,PHL634412,Main Entrance,14:31:00,Exit
2025-04-02,PHL747011,Main Entrance,16:28:00,Entry
2025-04-02,PHL904046,Main Entrance,15:04:00,Entry
2025-04-02,PHL878938,East Side Entry,16:22:00,Entry
2025-04-02,PHL903399,Parking Garage,09:43:00,Entry
2025-04-02,PHL653347,Parking Garage,14:58:00,Entry
2025-04-02,PHL408355,Parking Garage,09:48:00,Entry
2025-04-02,PHL338489,Main Entrance,16:29:00,Exit
2025-04-02,PHL850913,Main Entrance,13:47:00,Entry
2025-04-02,PHL704027,Main Entrance,08:01:00,Entry
2025-04-02,PHL104089,Main Entrance,14:55:00,Exit
2025-04-02,PHL448372,South Entrance,10:37:00,Exit
2025-04-02,PHL810537,3rd Floor Entry,15:30:00,Entry
2025-04-02,PHL983224,Main Entrance,09:40:00,Exit
2025-04-02,PHL857617,Side Door East,15:38:00,Entry
2025-04-02,PHL753194,Main Entrance,12:39:00,Entry
2025-04-02,PHL532850,Loading Dock,16:57:00,Entry
2025-04-02,PHL874102,Main Entrance,14:04:00,Entry
2025-04-02,PHL677422,Main Entrance,11:59:00,Entry
2025-04-02,PHL222334,Main Entrance,11:25:00,Entry
2025-04-02,PHL991777,3rd Floor Entry,16:49:00,Entry
2025-04-02,PHL434867,Main Entrance,16:03:00,Entry
2025-04-02,PHL203057,Main Entrance,11:45:00,Exit
2025-04-02,PHL951042,Main Entrance,09:11:00,Entry
2025-04-02,PHL867965,Loading Dock,09:50:00,Entry
2025-04-02,PHL181573,Main Entrance,14:44:00,Entry
