Date,BadgeID,DoorName,SwipeTime,Direction
2025-04-06,MIA170985,Side Entrance,10:30:00,Entry
2025-04-06,MIA602163,Side Entrance,12:14:00,Entry
2025-04-06,MIA444805,Main Entrance,10:25:00,Entry
2025-04-06,MIA564031,Main Entrance,11:30:00,Entry
2025-04-07,MIA749886,Side Entrance,16:49:00,Entry
2025-04-07,MIA186403,Side Entrance,10:49:00,Entry
2025-04-07,MIA505373,Side Entrance,09:59:00,Entry
2025-04-07,MIA469362,Side Entrance,12:36:00,Exit
2025-04-07,MIA964236,Side Entrance,16:30:00,Exit
2025-04-07,MIA375783,Side Entrance,14:49:00,Entry
2025-04-07,MIA184794,Main Entrance,14:11:00,Entry
2025-04-07,MIA745250,Side Entrance,13:45:00,Entry
2025-04-07,MIA313506,Side Entrance,10:05:00,Entry
2025-04-07,MIA937555,Side Entrance,11:30:00,Exit
2025-04-07,MIA889775,Main Entrance,09:25:00,Entry
2025-04-07,MIA170985,Main Entrance,14:35:00,Entry
2025-04-07,MIA767002,Main Entrance,14:27:00,Entry
2025-04-08,MIA602163,Side Entrance,11:32:00,Entry
2025-04-08,MIA313506,Side Entrance,08:04:00,Exit
2025-04-08,MIA724056,Side Entrance,10:52:00,Exit
2025-04-08,MIA767002,Side Entrance,14:12:00,Exit
2025-04-08,MIA674555,Side Entrance,11:58:00,Entry
2025-04-08,MIA375783,Main Entrance,10:25:00,Entry
2025-04-08,MIA222752,Main Entrance,11:24:00,Entry
2025-04-08,MIA937555,Side Entrance,14:46:00,Entry
2025-04-08,MIA889775,Main Entrance,08:24:00,Exit
2025-04-08,MIA638799,Main Entrance,13:09:00,Entry
2025-04-08,MIA184794,Side Entrance,16:47:00,Entry
2025-04-08,MIA186403,Side Entrance,16:17:00,Exit
2025-04-08,MIA745250,Main Entrance,09:45:00,Entry
2025-04-09,MIA724056,Main Entrance,10:12:00,Entry
2025-04-09,MIA564031,Side Entrance,10:01:00,Entry
2025-04-09,MIA184794,Side Entrance,15:45:00,Exit
2025-04-09,MIA674555,Main Entrance,08:09:00,Exit
2025-04-09,MIA186403,Side Entrance,16:18:00,Entry
2025-04-09,MIA375783,Main Entrance,09:45:00,Entry
2025-04-09,MIA444805,Side Entrance,11:14:00,Entry
2025-04-09,MIA222752,Main Entrance,10:46:00,Exit
2025-04-09,MIA964236,Main Entrance,10:46:00,Entry
2025-04-09,MIA889775,Side Entrance,08:09:00,Exit
2025-04-09,MIA464152,Main Entrance,15:53:00,Entry
2025-04-09,MIA313506,Main Entrance,11:25:00,Entry
2025-04-09,MIA638799,Side Entrance,13:44:00,Entry
2025-04-10,MIA464152,Main Entrance,12:15:00,Entry
2025-04-10,MIA937555,Side Entrance,16:05:00,Entry
2025-04-10,MIA749886,Main Entrance,15:57:00,Exit
2025-04-10,MIA313506,Main Entrance,11:34:00,Entry
2025-04-10,MIA444805,Main Entrance,13:15:00,Exit
2025-04-10,MIA602163,Side Entrance,16:19:00,Exit
2025-04-10,MIA564031,Side Entrance,13:41:00,Entry
2025-04-10,MIA745250,Main Entrance,10:04:00,Exit
2025-04-10,MIA186403,Main Entrance,10:38:00,Entry
2025-04-10,MIA375783,Side Entrance,14:30:00,Exit
2025-04-10,MIA505373,Side Entrance,16:30:00,Entry
2025-04-10,MIA767002,Side Entrance,09:02:00,Exit
2025-04-10,MIA674555,Main Entrance,16:32:00,Exit
2025-04-11,MIA186403,Main Entrance,11:49:00,Entry
2025-04-11,MIA749886,Side Entrance,09:53:00,Exit
2025-04-11,MIA577765,Side Entrance,15:06:00,Exit
2025-04-11,MIA602163,Side Entrance,15:50:00,Exit
2025-04-11,MIA889775,Main Entrance,16:53:00,Entry
2025-04-11,MIA937555,Main Entrance,13:36:00,Entry
2025-04-11,MIA564031,Main Entrance,08:57:00,Entry
2025-04-11,MIA745250,Main Entrance,09:28:00,Entry
2025-04-11,MIA469362,Main Entrance,16:55:00,Exit
2025-04-11,MIA375783,Main Entrance,14:50:00,Exit
2025-04-11,MIA170985,Side Entrance,12:28:00,Exit
2025-04-11,MIA222752,Side Entrance,08:40:00,Exit
2025-04-11,MIA724056,Side Entrance,14:07:00,Entry
2025-04-12,MIA767002,Side Entrance,10:58:00,Entry
2025-04-12,MIA674555,Main Entrance,08:10:00,Entry
2025-04-12,MIA964236,Main Entrance,14:13:00,Exit
2025-04-12,MIA375783,Side Entrance,15:04:00,Entry
2025-04-12,MIA564031,Side Entrance,11:18:00,Exit
2025-04-12,MIA602163,Side Entrance,12:26:00,Entry
2025-04-12,MIA222752,Main Entrance,14:17:00,Entry
2025-04-12,MIA577765,Main Entrance,08:59:00,Entry
2025-04-12,MIA186403,Main Entrance,10:44:00,Entry
2025-04-12,MIA444805,Side Entrance,15:16:00,Entry
2025-04-12,MIA505373,Side Entrance,15:15:00,Entry
2025-04-12,MIA184794,Main Entrance,10:02:00,Entry
2025-04-12,MIA313506,Side Entrance,09:37:00,Entry
2025-04-13,MIA313506,Side Entrance,08:52:00,Entry
2025-04-13,MIA464152,Main Entrance,15:05:00,Entry
2025-04-13,MIA767002,Main Entrance,13:01:00,Entry
2025-04-13,MIA602163,Side Entrance,14:21:00,Entry
2025-04-13,MIA577765,Main Entrance,10:52:00,Entry
2025-04-13,MIA222752,Main Entrance,11:49:00,Entry
2025-04-13,MIA469362,Main Entrance,09:36:00,Entry
2025-04-13,MIA375783,Side Entrance,08:57:00,Entry
2025-04-13,MIA964236,Side Entrance,13:16:00,Exit
2025-04-13,MIA505373,Main Entrance,12:28:00,Exit
2025-04-13,MIA674555,Main Entrance,16:32:00,Exit
2025-04-13,MIA444805,Main Entrance,14:39:00,Exit
2025-04-13,MIA564031,Main Entrance,11:06:00,Entry
2025-04-14,MIA184794,Main Entrance,10:09:00,Exit
2025-04-14,MIA638799,Main Entrance,15:48:00,Entry
2025-04-14,MIA444805,Side Entrance,16:44:00,Entry
2025-04-14,MIA564031,Main Entrance,15:54:00,Entry
2025-04-14,MIA964236,Side Entrance,16:43:00,Entry
2025-04-14,MIA602163,Main Entrance,11:58:00,Entry
2025-04-14,MIA186403,Side Entrance,11:00:00,Entry
2025-04-14,MIA674555,Side Entrance,16:24:00,Exit
2025-04-14,MIA745250,Main Entrance,09:54:00,Exit
2025-04-14,MIA767002,Side Entrance,15:15:00,Exit
2025-04-14,MIA724056,Main Entrance,11:12:00,Entry
2025-04-14,MIA170985,Main Entrance,08:09:00,Entry
2025-04-14,MIA937555,Main Entrance,10:49:00,Entry
2025-04-15,MIA564031,Main Entrance,08:11:00,Entry
2025-04-15,MIA186403,Side Entrance,13:13:00,Entry
2025-04-15,MIA745250,Main Entrance,08:57:00,Exit
2025-04-15,MIA674555,Main Entrance,09:17:00,Entry
2025-04-15,MIA469362,Main Entrance,08:41:00,Entry
2025-04-15,MIA222752,Main Entrance,11:55:00,Entry
2025-04-15,MIA184794,Main Entrance,13:00:00,Entry
2025-04-15,MIA444805,Side Entrance,14:33:00,Entry
2025-04-15,MIA889775,Main Entrance,10:07:00,Entry
2025-04-15,MIA937555,Main Entrance,12:54:00,Entry
2025-04-15,MIA464152,Side Entrance,11:16:00,Entry
2025-04-15,MIA602163,Main Entrance,13:43:00,Entry
2025-04-15,MIA577765,Side Entrance,13:42:00,Exit
2025-04-16,MIA577765,Main Entrance,08:02:00,Entry
2025-04-16,MIA745250,Main Entrance,09:56:00,Exit
2025-04-16,MIA505373,Main Entrance,10:02:00,Exit
2025-04-16,MIA222752,Main Entrance,16:28:00,Entry
2025-04-16,MIA186403,Side Entrance,09:24:00,Entry
2025-04-16,MIA464152,Side Entrance,08:05:00,Entry
2025-04-16,MIA767002,Side Entrance,13:17:00,Entry
2025-04-16,MIA313506,Main Entrance,14:50:00,Entry
2025-04-16,MIA724056,Side Entrance,14:57:00,Entry
2025-04-16,MIA964236,Side Entrance,09:23:00,Entry
2025-04-16,MIA375783,Side Entrance,11:44:00,Entry
2025-04-16,MIA937555,Side Entrance,14:52:00,Entry
2025-04-16,MIA749886,Side Entrance,11:50:00,Entry
2025-04-17,MIA313506,Main Entrance,08:02:00,Entry
2025-04-17,MIA464152,Main Entrance,16:50:00,Entry
2025-04-17,MIA937555,Side Entrance,13:28:00,Entry
2025-04-17,MIA889775,Main Entrance,10:35:00,Exit
2025-04-17,MIA745250,Main Entrance,08:57:00,Entry
2025-04-17,MIA222752,Side Entrance,16:58:00,Exit
2025-04-17,MIA724056,Side Entrance,16:17:00,Entry
2025-04-17,MIA184794,Side Entrance,14:42:00,Exit
2025-04-17,MIA444805,Main Entrance,16:00:00,Exit
2025-04-17,MIA170985,Main Entrance,12:53:00,Entry
2025-04-17,MIA602163,Side Entrance,08:04:00,Entry
2025-04-17,MIA638799,Main Entrance,13:46:00,Exit
2025-04-17,MIA186403,Main Entrance,11:24:00,Entry
2025-04-18,MIA724056,Side Entrance,09:07:00,Exit
2025-04-18,MIA889775,Main Entrance,11:16:00,Entry
2025-04-18,MIA638799,Main Entrance,15:12:00,Entry
2025-04-18,MIA444805,Side Entrance,15:37:00,Exit
2025-04-18,MIA767002,Main Entrance,15:47:00,Entry
2025-04-18,MIA170985,Main Entrance,08:52:00,Exit
2025-04-18,MIA937555,Side Entrance,15:53:00,Exit
2025-04-18,MIA964236,Side Entrance,13:12:00,Entry
2025-04-18,MIA186403,Main Entrance,11:33:00,Exit
2025-04-18,MIA602163,Side Entrance,14:33:00,Exit
2025-04-18,MIA184794,Main Entrance,10:09:00,Exit
2025-04-18,MIA375783,Main Entrance,12:05:00,Entry
2025-04-18,MIA222752,Main Entrance,14:18:00,Entry
2025-04-19,MIA889775,Main Entrance,14:44:00,Exit
2025-04-19,MIA186403,Side Entrance,10:37:00,Entry
2025-04-19,MIA577765,Main Entrance,13:03:00,Entry
2025-04-19,MIA937555,Side Entrance,11:15:00,Entry
2025-04-19,MIA464152,Main Entrance,09:30:00,Entry
2025-04-19,MIA638799,Side Entrance,15:31:00,Entry
2025-04-19,MIA444805,Side Entrance,09:33:00,Entry
2025-04-19,MIA724056,Side Entrance,11:10:00,Entry
2025-04-19,MIA749886,Side Entrance,12:19:00,Exit
2025-04-19,MIA505373,Side Entrance,12:16:00,Entry
2025-04-19,MIA375783,Main Entrance,09:05:00,Entry
2025-04-19,MIA964236,Side Entrance,10:43:00,Exit
2025-04-19,MIA469362,Side Entrance,12:31:00,Entry
2025-04-20,MIA602163,Main Entrance,09:20:00,Entry
2025-04-20,MIA724056,Main Entrance,11:46:00,Exit
2025-04-20,MIA749886,Side Entrance,14:08:00,Exit
2025-04-20,MIA889775,Main Entrance,17:00:00,Entry
2025-04-20,MIA469362,Main Entrance,10:57:00,Entry
2025-04-20,MIA170985,Side Entrance,09:58:00,Exit
2025-04-20,MIA767002,Side Entrance,16:12:00,Entry
2025-04-20,MIA638799,Main Entrance,14:32:00,Entry
2025-04-20,MIA464152,Side Entrance,10:52:00,Exit
2025-04-20,MIA564031,Main Entrance,08:18:00,Entry
2025-04-20,MIA745250,Side Entrance,15:08:00,Exit
2025-04-20,MIA375783,Main Entrance,09:18:00,Exit
2025-04-20,MIA222752,Main Entrance,11:18:00,Entry
2025-04-21,MIA767002,Side Entrance,09:53:00,Exit
2025-04-21,MIA964236,Side Entrance,12:08:00,Entry
2025-04-21,MIA564031,Main Entrance,11:04:00,Exit
2025-04-21,MIA577765,Main Entrance,13:34:00,Entry
2025-04-21,MIA638799,Main Entrance,14:12:00,Entry
2025-04-21,MIA889775,Main Entrance,10:10:00,Entry
2025-04-21,MIA745250,Side Entrance,12:34:00,Exit
2025-04-21,MIA674555,Side Entrance,08:23:00,Entry
2025-04-21,MIA170985,Main Entrance,15:31:00,Entry
2025-04-21,MIA505373,Side Entrance,14:18:00,Entry
2025-04-21,MIA375783,Side Entrance,11:45:00,Entry
2025-04-21,MIA464152,Side Entrance,10:12:00,Entry
2025-04-21,MIA186403,Main Entrance,16:47:00,Entry
2025-04-22,MIA889775,Side Entrance,08:23:00,Entry
2025-04-22,MIA745250,Side Entrance,13:55:00,Exit
2025-04-22,MIA170985,Main Entrance,16:57:00,Entry
2025-04-22,MIA964236,Side Entrance,12:10:00,Entry
2025-04-22,MIA674555,Main Entrance,12:04:00,Entry
2025-04-22,MIA469362,Side Entrance,08:23:00,Exit
2025-04-22,MIA464152,Side Entrance,09:36:00,Exit
2025-04-22,MIA602163,Main Entrance,14:09:00,Entry
2025-04-22,MIA222752,Side Entrance,11:23:00,Entry
2025-04-22,MIA505373,Side Entrance,08:23:00,Entry
2025-04-22,MIA186403,Side Entrance,10:18:00,Exit
2025-04-22,MIA767002,Side Entrance,10:20:00,Entry
2025-04-22,MIA444805,Main Entrance,08:45:00,Exit
2025-04-23,MIA469362,Side Entrance,11:08:00,Entry
2025-04-23,MIA638799,Main Entrance,11:15:00,Exit
2025-04-23,MIA564031,Side Entrance,08:50:00,Entry
2025-04-23,MIA724056,Side Entrance,11:36:00,Entry
2025-04-23,MIA170985,Main Entrance,08:18:00,Entry
2025-04-23,MIA222752,Side Entrance,14:47:00,Entry
2025-04-23,MIA577765,Side Entrance,14:53:00,Exit
2025-04-23,MIA745250,Side Entrance,11:17:00,Entry
2025-04-23,MIA767002,Main Entrance,08:58:00,Entry
2025-04-23,MIA964236,Main Entrance,11:42:00,Entry
2025-04-23,MIA937555,Side Entrance,15:15:00,Exit
2025-04-23,MIA674555,Side Entrance,12:26:00,Entry
2025-04-23,MIA444805,Side Entrance,14:48:00,Entry
2025-04-24,MIA577765,Side Entrance,11:26:00,Entry
2025-04-24,MIA674555,Main Entrance,11:21:00,Entry
2025-04-24,MIA564031,Main Entrance,14:49:00,Entry
2025-04-24,MIA745250,Side Entrance,15:19:00,Entry
2025-04-24,MIA222752,Side Entrance,10:19:00,Entry
2025-04-24,MIA749886,Main Entrance,16:14:00,Exit
2025-04-24,MIA313506,Side Entrance,10:02:00,Entry
2025-04-24,MIA964236,Side Entrance,08:25:00,Entry
2025-04-24,MIA469362,Main Entrance,15:52:00,Entry
2025-04-24,MIA767002,Side Entrance,12:28:00,Exit
2025-04-24,MIA184794,Side Entrance,14:49:00,Exit
2025-04-24,MIA602163,Main Entrance,10:27:00,Entry
2025-04-24,MIA375783,Side Entrance,11:41:00,Entry
2025-04-25,MIA749886,Side Entrance,16:54:00,Entry
2025-04-25,MIA889775,Main Entrance,15:12:00,Exit
2025-04-25,MIA222752,Main Entrance,09:28:00,Entry
2025-04-25,MIA464152,Main Entrance,14:26:00,Entry
2025-04-25,MIA767002,Side Entrance,15:38:00,Entry
2025-04-25,MIA674555,Main Entrance,16:56:00,Exit
2025-04-25,MIA964236,Side Entrance,13:45:00,Entry
2025-04-25,MIA444805,Side Entrance,16:53:00,Entry
2025-04-25,MIA577765,Side Entrance,13:35:00,Entry
2025-04-25,MIA638799,Main Entrance,14:32:00,Exit
2025-04-25,MIA602163,Side Entrance,16:51:00,Entry
2025-04-25,MIA745250,Main Entrance,16:24:00,Entry
2025-04-25,MIA186403,Side Entrance,09:35:00,Entry
2025-04-26,MIA767002,Side Entrance,15:09:00,Exit
2025-04-26,MIA222752,Side Entrance,12:49:00,Entry
2025-04-26,MIA724056,Main Entrance,10:02:00,Entry
2025-04-26,MIA375783,Main Entrance,10:16:00,Exit
2025-04-26,MIA577765,Main Entrance,12:03:00,Entry
2025-04-26,MIA184794,Main Entrance,10:26:00,Entry
2025-04-26,MIA170985,Side Entrance,12:55:00,Entry
2025-04-26,MIA964236,Side Entrance,15:08:00,Entry
2025-04-26,MIA749886,Side Entrance,14:17:00,Exit
2025-04-26,MIA464152,Side Entrance,16:48:00,Entry
2025-04-26,MIA186403,Main Entrance,14:20:00,Entry
2025-04-26,MIA444805,Main Entrance,11:13:00,Entry
2025-04-26,MIA313506,Side Entrance,13:00:00,Entry
2025-04-27,MIA577765,Main Entrance,16:19:00,Entry
2025-04-27,MIA724056,Side Entrance,13:32:00,Exit
2025-04-27,MIA444805,Side Entrance,10:25:00,Entry
2025-04-27,MIA638799,Side Entrance,16:29:00,Entry
2025-04-27,MIA464152,Side Entrance,08:55:00,Entry
2025-04-27,MIA375783,Side Entrance,14:38:00,Entry
2025-04-27,MIA889775,Side Entrance,15:03:00,Entry
2025-04-27,MIA674555,Main Entrance,09:59:00,Entry
2025-04-27,MIA937555,Side Entrance,10:44:00,Entry
2025-04-27,MIA964236,Main Entrance,14:32:00,Exit
2025-04-27,MIA184794,Side Entrance,11:31:00,Entry
2025-04-27,MIA186403,Side Entrance,08:22:00,Exit
2025-04-27,MIA313506,Side Entrance,08:47:00,Entry
2025-04-28,MIA889775,Side Entrance,10:20:00,Entry
2025-04-28,MIA638799,Main Entrance,09:00:00,Exit
2025-04-28,MIA577765,Main Entrance,14:17:00,Entry
2025-04-28,MIA602163,Main Entrance,15:33:00,Entry
2025-04-28,MIA313506,Main Entrance,09:14:00,Exit
2025-04-28,MIA222752,Main Entrance,08:43:00,Exit
2025-04-28,MIA464152,Main Entrance,09:49:00,Entry
2025-04-28,MIA184794,Main Entrance,08:30:00,Entry
2025-04-28,MIA767002,Main Entrance,13:00:00,Entry
2025-04-28,MIA745250,Main Entrance,12:36:00,Exit
2025-04-28,MIA564031,Main Entrance,09:55:00,Entry
2025-04-28,MIA469362,Main Entrance,14:08:00,Exit
2025-04-28,MIA749886,Side Entrance,12:03:00,Entry
2025-04-29,MIA937555,Side Entrance,09:43:00,Entry
2025-04-29,MIA464152,Side Entrance,16:12:00,Entry
2025-04-29,MIA602163,Side Entrance,12:09:00,Entry
2025-04-29,MIA170985,Main Entrance,09:46:00,Entry
2025-04-29,MIA505373,Side Entrance,14:26:00,Exit
2025-04-29,MIA889775,Main Entrance,13:02:00,Entry
2025-04-29,MIA724056,Side Entrance,14:28:00,Entry
2025-04-29,MIA964236,Side Entrance,12:12:00,Entry
2025-04-29,MIA745250,Main Entrance,13:23:00,Entry
2025-04-29,MIA186403,Main Entrance,09:36:00,Exit
2025-04-29,MIA444805,Main Entrance,11:06:00,Exit
2025-04-29,MIA184794,Main Entrance,12:38:00,Entry
2025-04-29,MIA313506,Main Entrance,13:31:00,Exit
2025-04-30,MIA889775,Main Entrance,15:50:00,Entry
2025-04-30,MIA469362,Side Entrance,08:14:00,Entry
2025-04-30,MIA745250,Main Entrance,16:31:00,Entry
2025-04-30,MIA313506,Side Entrance,09:36:00,Entry
2025-04-30,MIA170985,Main Entrance,15:58:00,Entry
2025-04-30,MIA674555,Side Entrance,13:46:00,Entry
2025-04-30,MIA724056,Side Entrance,08:35:00,Entry
2025-04-30,MIA602163,Main Entrance,13:12:00,Exit
2025-04-30,MIA937555,Main Entrance,14:59:00,Exit
2025-04-30,MIA964236,Main Entrance,09:23:00,Entry
2025-04-30,MIA375783,Main Entrance,13:28:00,Entry
2025-04-30,MIA767002,Main Entrance,11:57:00,Entry
2025-04-30,MIA749886,Main Entrance,16:04:00,Entry
